center,variable,base,ssp,percentile,months,access-cm2,access-esm1-5,bcc-csm2-mr,cesm2,cesm2-waccm,cmcc-cm2-sr5,cmcc-esm2,cnrm-cm6-1,cnrm-esm2-1,ec-earth3,fgoals-g3,gfdl-cm4,gfdl-cm4_gr2,gfdl-esm4,giss-e2-1-g,iitm-esm,inm-cm4-8,inm-cm5-0,ipsl-cm6a-lr,kace-1-0-g,miroc-es2l,miroc6,mpi-esm1-2-hr,mpi-esm1-2-lr,mri-esm2-0,noresm2-lm,noresm2-mm,taiesm1
GRC,rzsm,"[1950, 2014]",ssp245,0.98,,0.276286,0.2766758,,0.2767796,0.276388,0.2763212,0.276327,0.276206,0.276299,0.2764934,0.2761622,0.27591740000000003,0.27567,0.276033,0.2765016,0.276033,0.2768272,0.27636360000000004,,0.27910840000000003,0.275858,,0.275898,0.2764626,0.275977,0.2760422,0.2764582,0.276506
GRC,rzsm,"[1981, 2020]",ssp245,0.02,,0.26877872,0.26914718000000004,,0.26850908,0.26948618,0.26995436,0.26899118,0.26845772,0.26821406,0.26862008,0.26956853999999997,0.26919635999999997,0.269406,0.26903136,0.26958118000000003,0.26905372,0.2689459,0.26906718,,0.2706059,0.2688699,,0.26891235999999996,0.268497,0.26965718,0.26906618000000004,0.26911816,0.26964318000000004
GRC,rzsm,"[1981, 2020]",ssp245,0.05,,0.26940745,0.26977745000000003,,0.26937,0.269952,0.270499,0.26967645,0.26921245,0.2692637,0.2696079,0.27013845000000003,0.26972135,0.26995345000000004,0.26956845,0.270096,0.26988890000000004,0.26965325,0.26986145,,0.27147,0.2697257,,0.26966445,0.26928845,0.270218,0.26985045,0.2698839,0.27016845
GRC,rzsm,"[1981, 2020]",ssp245,0.1,,0.2700729,0.2703279,,0.270002,0.2704128,0.2710129,0.2702269,0.2699077,0.2700636,0.2703749,0.270697,0.2702949,0.270474,0.2702448,0.270654,0.2704369,0.2702759,0.2705169,,0.272162,0.270515,,0.27029369999999997,0.2700549,0.2707289,0.2705508,0.2705028,0.2706829
GRC,rzsm,"[1981, 2020]",ssp245,0.2,,0.270901,0.270925,,0.2708058,0.271062,0.2716098,0.270923,0.270824,0.2709728,0.271135,0.2713178,0.27109679999999997,0.271201,0.2709436,0.271358,0.271163,0.2710628,0.2713108,,0.2729398,0.2713,,0.2710128,0.270988,0.2713898,0.2712998,0.2712208,0.271391
GRC,rzsm,"[1981, 2020]",ssp245,0.3,,0.271417,0.271364,,0.271468,0.271615,0.27213,0.271468,0.271521,0.271664,0.2716467,0.271771,0.27156,0.271657,0.271551,0.271799,0.271748,0.2716837,0.271839,,0.2735024,0.271886,,0.271598,0.271651,0.2718857,0.271819,0.271787,0.27193269999999997
GRC,rzsm,"[1981, 2020]",ssp245,0.7,,0.273203,0.273075,,0.273395,0.27341530000000003,0.2737653,0.273363,0.273609,0.273761,0.273357,0.27355830000000003,0.273283,0.273247,0.27342,0.273416,0.2737983,0.273601,0.2737003,,0.275523,0.273525,,0.273574,0.2736173,0.273585,0.27351,0.27358760000000004,0.2737673
GRC,rzsm,"[1981, 2020]",ssp245,0.8,,0.273781,0.273639,,0.2740902,0.273971,0.2743582,0.273991,0.274237,0.2743992,0.273978,0.274144,0.273829,0.273754,0.2739452,0.273964,0.274308,0.2742162,0.2743052,,0.2762072,0.273962,,0.274083,0.2741872,0.2741612,0.27403320000000003,0.27414120000000003,0.2744992
GRC,rzsm,"[1981, 2020]",ssp245,0.9,,0.2745673,0.2744662,,0.275064,0.2748621,0.2751562,0.274821,0.2749823,0.2752921,0.274912,0.274926,0.274584,0.274436,0.274641,0.2748731,0.275051,0.275098,0.2751651,,0.277335,0.2746401,,0.2748082,0.274933,0.274998,0.274794,0.2750091,0.27553
GRC,rzsm,"[1981, 2020]",ssp245,0.95,,0.27525855,0.275063,,0.275831,0.275542,0.275873,0.27555,0.27556264999999996,0.27597754999999996,0.27574355,0.2757132,0.275238,0.27503809999999995,0.275168,0.2755641,0.27569255,0.2758712,0.2759601,,0.278098,0.27531354999999996,,0.27540109999999995,0.2756171,0.275699,0.275424,0.2757421,0.276237
GRC,rzsm,"[1981, 2020]",ssp245,0.98,,0.27609146,0.27582182,,0.27691382,0.27639164000000005,0.27674382,0.27649046,0.27633682,0.27673682,0.27663064000000004,0.27639682,0.27588264,0.275667,0.27571064,0.27624181999999997,0.276394,0.27684127999999997,0.27692582,,0.27913528,0.27608282,,0.27614355999999995,0.27629664000000004,0.27640581999999997,0.27619,0.27658046000000003,0.27720681999999996
GSFC,rzsm,"[1950, 2014]",ssp245,0.02,,0.2379556,0.2379086,,0.2378324,0.238416,0.2375646,0.23822179999999998,0.2381868,0.2377898,0.2380014,0.238405,0.2378508,0.2381012,0.2379128,0.2381878,0.2381468,0.2381718,0.2380778,,0.238779,0.238402,,0.2375728,0.2375432,0.2373378,0.23758479999999998,0.23799320000000002,0.237386
GSFC,rzsm,"[1950, 2014]",ssp245,0.05,,0.239023,0.238838,,0.238922,0.239155,0.238572,0.238976,0.239078,0.238738,0.239061,0.239417,0.238755,0.238994,0.239091,0.239115,0.238938,0.239053,0.23909,,0.239773,0.239148,,0.238482,0.238843,0.238346,0.238828,0.23869,0.238546
GSFC,rzsm,"[1950, 2014]",ssp245,0.1,,0.239888,0.239605,,0.239804,0.239882,0.239589,0.239706,0.239809,0.239708,0.239902,0.24017,0.239661,0.239908,0.240057,0.23999,0.239706,0.239904,0.23989,,0.240564,0.23993,,0.239488,0.239668,0.23932,0.239752,0.239552,0.239431
GSFC,rzsm,"[1950, 2014]",ssp245,0.2,,0.240835,0.240507,,0.240784,0.240767,0.24076,0.240673,0.240671,0.240784,0.240804,0.24102,0.240771,0.240917,0.241009,0.24098,0.240745,0.241065,0.240945,,0.241422,0.241073,,0.240684,0.240841,0.240553,0.240941,0.24057,0.240537
GSFC,rzsm,"[1950, 2014]",ssp245,0.3,,0.241555,0.241213,,0.241502,0.241501,0.241533,0.241348,0.241379,0.241546,0.241514,0.24163,0.241573,0.241612,0.241733,0.241612,0.241497,0.241763,0.241669,,0.242077,0.241941,,0.24149,0.241674,0.241344,0.241714,0.241327,0.241376
GSFC,rzsm,"[1950, 2014]",ssp245,0.7,,0.243962,0.243944,,0.244266,0.24405,0.244216,0.243894,0.243848,0.244176,0.244066,0.243805,0.244156,0.244059,0.244169,0.244028,0.244348,0.243997,0.243928,,0.244558,0.244203,,0.244172,0.244138,0.244021,0.243942,0.244184,0.244154
GSFC,rzsm,"[1950, 2014]",ssp245,0.8,,0.244731,0.244835,,0.245117,0.244925,0.245074,0.24475,0.244684,0.244987,0.244997,0.244523,0.244967,0.244801,0.244962,0.244795,0.245315,0.24473,0.244578,,0.245401,0.244861,,0.244988,0.244837,0.244823,0.244683,0.245081,0.244887
GSFC,rzsm,"[1950, 2014]",ssp245,0.9,,0.245788,0.24598,,0.246454,0.246048,0.246237,0.245952,0.246058,0.246149,0.246311,0.245654,0.246091,0.245835,0.246053,0.245865,0.24654,0.245795,0.245494,,0.246538,0.245921,,0.246262,0.246032,0.245974,0.245883,0.246381,0.245954
GSFC,rzsm,"[1950, 2014]",ssp245,0.95,,0.24669,0.247258,,0.247639,0.247018,0.247157,0.246878,0.247185,0.247088,0.247331,0.246538,0.247051,0.246747,0.246919,0.246893,0.247671,0.246839,0.246335,,0.247715,0.246786,,0.247491,0.247239,0.246929,0.246863,0.247411,0.246888
GSFC,rzsm,"[1950, 2014]",ssp245,0.98,,0.2476592,0.2486936,,0.2489256,0.24803340000000001,0.24829420000000002,0.2479362,0.2486518,0.2481314,0.248571,0.2474964,0.248244,0.24779,0.247796,0.2481202,0.248932,0.24823800000000001,0.2473344,,0.24914640000000002,0.2477672,,0.248867,0.248622,0.24809440000000002,0.247946,0.248537,0.24826320000000002
GSFC,rzsm,"[1981, 2020]",ssp245,0.02,,0.23767436,0.23751254,,0.23791198,0.23828936,0.23807418,0.23831718,0.23819443999999998,0.23820954,0.23937836,0.239222,0.23809936,0.23840654,0.2376419,0.23831436,0.23826536,0.23819972,0.23913036000000001,,0.23879918,0.23837418,,0.2379419,0.23744853999999999,0.23778488,0.23807854,0.23785836000000002,0.23835817999999998
GSFC,rzsm,"[1981, 2020]",ssp245,0.05,,0.238732,0.23897045,,0.23895,0.23893245000000002,0.23894545,0.239221,0.239187,0.23915345000000002,0.23994,0.23983645,0.23908215,0.239396,0.23919145,0.23915045000000001,0.2390726,0.2390589,0.23985889999999999,,0.23981945000000002,0.23921945,,0.2387639,0.23899645,0.239069,0.23914445,0.238571,0.239438
GSFC,rzsm,"[1981, 2020]",ssp245,0.1,,0.2398809,0.23980279999999998,,0.2398139,0.2396329,0.239913,0.2402008,0.2399929,0.240116,0.24052,0.240528,0.23991169999999998,0.2401569,0.2401829,0.24002489999999999,0.239766,0.240145,0.24081,,0.2406428,0.24002289999999998,,0.2396689,0.239831,0.240144,0.24003,0.239295,0.2402599
GSFC,rzsm,"[1981, 2020]",ssp245,0.2,,0.240923,0.240765,,0.240922,0.24055379999999998,0.2410688,0.241303,0.2409528,0.241221,0.24130279999999998,0.241322,0.240825,0.241001,0.241093,0.2409538,0.240846,0.241227,0.24171579999999998,,0.2415648,0.2412,,0.24080259999999998,0.240836,0.2411456,0.2411074,0.240341,0.241169
GSFC,rzsm,"[1981, 2020]",ssp245,0.3,,0.24169,0.241501,,0.24166469999999998,0.241335,0.241865,0.242076,0.24163769999999998,0.242078,0.24191569999999998,0.2418797,0.241543,0.241624,0.24177369999999998,0.241568,0.24166269999999998,0.241904,0.2423377,,0.2422387,0.242087,,0.241524,0.24166169999999998,0.241842,0.24181640000000001,0.2411297,0.241856
GSFC,rzsm,"[1981, 2020]",ssp245,0.7,,0.2443096,0.244131,,0.244581,0.243995,0.2446113,0.244962,0.2441723,0.24491,0.2443293,0.244114,0.243958,0.2439693,0.244657,0.243944,0.244369,0.244087,0.244519,,0.24476130000000001,0.2442963,,0.24406930000000002,0.2443029,0.244479,0.244066,0.24407759999999998,0.2444683
GSFC,rzsm,"[1981, 2020]",ssp245,0.8,,0.245086,0.244921,,0.245381,0.244897,0.2455524,0.245759,0.244996,0.245735,0.2452232,0.24484140000000001,0.2446952,0.244634,0.2454422,0.24482040000000002,0.245163,0.24490340000000002,0.245185,,0.24565320000000002,0.2450082,,0.244844,0.2451142,0.2452752,0.2449252,0.245126,0.245249
GSFC,rzsm,"[1981, 2020]",ssp245,0.9,,0.24622940000000001,0.245986,,0.2466154,0.246026,0.246897,0.246847,0.24631820000000001,0.246912,0.246595,0.2460481,0.2457463,0.2455851,0.246516,0.2460482,0.24625840000000002,0.246121,0.246084,,0.2468281,0.2460022,,0.24590420000000002,0.24643320000000002,0.2463711,0.2462221,0.246562,0.246225
GSFC,rzsm,"[1981, 2020]",ssp245,0.95,,0.24709655,0.24726130000000002,,0.2477041,0.24704754999999998,0.24818554999999998,0.24798355,0.247623,0.24798265,0.24754954999999998,0.246961,0.2468842,0.24664655,0.2473461,0.247,0.2471293,0.24731865,0.24690055,,0.247887,0.246887,,0.24706039999999999,0.24760054999999997,0.24729954999999998,0.247416,0.247712,0.24709810000000001
GSFC,rzsm,"[1981, 2020]",ssp245,0.98,,0.24800064,0.24867564,,0.24891082,0.24803664,0.24990427999999998,0.24938446,0.24920574,0.24917756000000002,0.24853746000000002,0.24804482,0.24823466,0.24786992,0.24825728,0.248065,0.24804228,0.24882446,0.24785882,,0.24934266,0.24777764,,0.2483061,0.2489081,0.24895982,0.24860482,0.24882684,0.24848892
JPL,rzsm,"[1950, 2014]",ssp245,0.02,,0.2558898,0.2560698,,0.2557438,0.255477,0.253706,0.25355479999999997,0.25559519999999997,0.256121,0.2553486,0.2553318,0.2562318,0.2559738,0.2560266,0.2560486,0.256719,0.2558992,0.2564686,,0.2518698,0.255132,,0.2536906,0.255821,0.2558162,0.2557218,0.2525968,0.255918
JPL,rzsm,"[1950, 2014]",ssp245,0.05,,0.256872,0.256726,,0.25638,0.256503,0.25442,0.254771,0.256616,0.257007,0.256325,0.256367,0.256932,0.256772,0.256922,0.25694,0.257408,0.256725,0.257096,,0.252817,0.256081,,0.254674,0.256536,0.256726,0.256516,0.253541,0.256571
JPL,rzsm,"[1950, 2014]",ssp245,0.1,,0.257829,0.257604,,0.257339,0.257486,0.255451,0.255983,0.257614,0.257667,0.257336,0.257674,0.257714,0.257632,0.257659,0.257791,0.258115,0.25763,0.257901,,0.253721,0.256974,,0.256015,0.257456,0.257732,0.257308,0.254608,0.257318
JPL,rzsm,"[1950, 2014]",ssp245,0.2,,0.258965,0.258726,,0.258671,0.258825,0.257146,0.257679,0.258962,0.258693,0.258514,0.258914,0.258757,0.258689,0.258853,0.258945,0.259101,0.258792,0.25898,,0.254552,0.258268,,0.257786,0.258829,0.258853,0.258655,0.256479,0.258586
JPL,rzsm,"[1950, 2014]",ssp245,0.3,,0.260043,0.259628,,0.259656,0.25994,0.258385,0.258863,0.259989,0.259643,0.259498,0.259846,0.259633,0.259522,0.259828,0.259922,0.259911,0.259813,0.259893,,0.255223,0.259311,,0.259013,0.259865,0.25982,0.259641,0.258093,0.259414
JPL,rzsm,"[1950, 2014]",ssp245,0.7,,0.264087,0.263273,,0.264052,0.264303,0.263739,0.263879,0.264113,0.263513,0.263294,0.263594,0.263374,0.263274,0.263793,0.263707,0.263558,0.264199,0.263684,,0.258003,0.263712,,0.263088,0.263642,0.264034,0.263636,0.264416,0.263515
JPL,rzsm,"[1950, 2014]",ssp245,0.8,,0.265591,0.264791,,0.265722,0.266055,0.265556,0.265528,0.265627,0.264957,0.264837,0.265013,0.264848,0.264674,0.265282,0.265276,0.264973,0.265823,0.265257,,0.259124,0.265559,,0.264772,0.265249,0.265714,0.265105,0.266575,0.26514
JPL,rzsm,"[1950, 2014]",ssp245,0.9,,0.268067,0.267239,,0.268401,0.268716,0.268914,0.268706,0.267993,0.267281,0.267434,0.267268,0.267327,0.266942,0.267865,0.267541,0.266989,0.268185,0.267575,,0.260754,0.268634,,0.267335,0.267568,0.268405,0.267487,0.269911,0.268101
JPL,rzsm,"[1950, 2014]",ssp245,0.95,,0.270137,0.269424,,0.271396,0.271432,0.272252,0.271198,0.270255,0.269354,0.269711,0.269415,0.269837,0.269306,0.270705,0.269897,0.268827,0.270331,0.269708,,0.262237,0.271227,,0.269474,0.269523,0.271046,0.269488,0.27264,0.271518
JPL,rzsm,"[1950, 2014]",ssp245,0.98,,0.272251,0.27188619999999997,,0.27461420000000003,0.2743462,0.275327,0.2741964,0.2726002,0.271746,0.2725346,0.2717144,0.27268,0.2719856,0.2739626,0.2731112,0.2713094,0.27296539999999997,0.2719544,,0.263892,0.2746674,,0.27238280000000004,0.2720096,0.274151,0.2716222,0.2760348,0.275473
JPL,rzsm,"[1981, 2020]",ssp245,0.02,,0.25597826,0.25540108,,0.25569518,0.25429018000000003,0.253544,0.25319918,0.254838,0.25607,0.2570649,0.25759372,0.25623618000000004,0.256006,0.256521,0.25570818,0.256884,0.25546254,0.25642218,,0.25180518,0.25529208,,0.25675244,0.25530262,0.255523,0.25532318000000004,0.253242,0.25629418000000004
JPL,rzsm,"[1981, 2020]",ssp245,0.05,,0.25683490000000003,0.256274,,0.2563419,0.25505935,0.25427545,0.25424745,0.25607070000000004,0.256922,0.257867,0.25823345000000003,0.256868,0.25669790000000003,0.2571667,0.25626535,0.2575028,0.25638845,0.257047,,0.25322145,0.256099,,0.257562,0.25656245,0.25624645,0.25600545,0.25399345,0.25699745
JPL,rzsm,"[1981, 2020]",ssp245,0.1,,0.2575869,0.25713359999999996,,0.2572158,0.2561457,0.25523049999999997,0.2554759,0.256811,0.2576359,0.258546,0.25901,0.2575289,0.257433,0.2579358,0.257054,0.2583459,0.2571549,0.25786,,0.2540828,0.2569848,,0.2583799,0.2574709,0.257111,0.2567439,0.2549067,0.2576629
JPL,rzsm,"[1981, 2020]",ssp245,0.2,,0.258598,0.25869159999999997,,0.258407,0.257399,0.2568718,0.2574288,0.2579838,0.2586216,0.259697,0.2601198,0.258635,0.25855859999999997,0.2592256,0.2582606,0.259571,0.258274,0.258994,,0.255146,0.258393,,0.259615,0.258603,0.2584308,0.2579088,0.256648,0.2587218
JPL,rzsm,"[1981, 2020]",ssp245,0.3,,0.2596967,0.259809,,0.259338,0.258525,0.25834,0.2588484,0.2588177,0.259618,0.2605954,0.261037,0.259527,0.259385,0.2602047,0.259253,0.2603117,0.25914339999999997,0.2599827,,0.2559287,0.2593987,,0.2606267,0.2595167,0.2592987,0.259024,0.2581117,0.259541
JPL,rzsm,"[1981, 2020]",ssp245,0.7,,0.263961,0.26393419999999995,,0.2633246,0.2629393,0.2642313,0.264781,0.2623063,0.2633073,0.264275,0.264872,0.263281,0.263044,0.2641616,0.2628653,0.2641709,0.263297,0.2639829,,0.258791,0.2637023,,0.26475930000000003,0.2627703,0.263444,0.263241,0.26345260000000004,0.263111
JPL,rzsm,"[1981, 2020]",ssp245,0.8,,0.265494,0.265567,,0.2649436,0.264629,0.2662012,0.2666592,0.263776,0.2646682,0.2659992,0.266518,0.2648974,0.2645038,0.2656342,0.2643682,0.265506,0.2648302,0.265471,,0.25981,0.2652552,,0.2665574,0.264244,0.2652096,0.26465120000000003,0.2655708,0.264513
JPL,rzsm,"[1981, 2020]",ssp245,0.9,,0.2682261,0.26792520000000003,,0.2673844,0.2672233,0.26970170000000004,0.2699652,0.2658382,0.266977,0.2684472,0.2690578,0.26789820000000003,0.2672625,0.2681314,0.2668421,0.2675465,0.2670342,0.267924,,0.2614431,0.2679202,,0.2691827,0.2664331,0.2676664,0.267466,0.2689763,0.2669743
JPL,rzsm,"[1981, 2020]",ssp245,0.95,,0.2702872,0.27008365,,0.27028355,0.26953075,0.27328,0.27266209999999996,0.26792604999999997,0.26899385,0.27076164999999996,0.27132629999999996,0.27069455,0.269877,0.27087675,0.26902,0.2696503,0.2692102,0.26999164999999997,,0.26287689999999997,0.27067865,,0.2720003,0.26787809999999995,0.2705652,0.26956355,0.27111955,0.2701093
JPL,rzsm,"[1981, 2020]",ssp245,0.98,,0.27268546,0.27297574,,0.27407466,0.27280346,0.27649956,0.27620538,0.27047106,0.2713161,0.273191,0.2737162,0.27344182,0.27240527999999997,0.27356082,0.27263148,0.27230228,0.2718941,0.27203120000000003,,0.26431146,0.27457666000000003,,0.27572662,0.26987442,0.27382164000000003,0.2719043,0.27320782,0.27409166
JSC,rzsm,"[1950, 2014]",ssp245,0.02,,0.2697458,0.26896919999999996,,0.26847,0.26862739999999996,0.2688484,0.268577,0.2687468,0.2695448,0.2690608,0.2679812,0.269394,0.270207,0.2681472,0.269922,0.267264,0.268938,0.2682864,,0.267747,0.2691916,,0.269068,0.268639,0.2687136,0.2680794,0.2685286,0.26858139999999997
JSC,rzsm,"[1950, 2014]",ssp245,0.05,,0.270659,0.269947,,0.269394,0.269647,0.269807,0.269541,0.269777,0.270541,0.270168,0.269666,0.270379,0.27114,0.269361,0.270813,0.268437,0.269736,0.269434,,0.268298,0.269952,,0.269978,0.269544,0.270005,0.269538,0.269326,0.269697
JSC,rzsm,"[1950, 2014]",ssp245,0.1,,0.271521,0.27089,,0.270399,0.270716,0.270781,0.270335,0.270913,0.271341,0.271035,0.271029,0.271223,0.271834,0.270427,0.271682,0.269554,0.270733,0.270405,,0.268848,0.270796,,0.270818,0.270425,0.271001,0.270759,0.270272,0.270841
JSC,rzsm,"[1950, 2014]",ssp245,0.2,,0.272642,0.272115,,0.271959,0.272245,0.271878,0.271433,0.272321,0.272364,0.272119,0.272312,0.272249,0.272685,0.271783,0.27272,0.270823,0.271938,0.271762,,0.269645,0.271907,,0.271981,0.271934,0.272285,0.271936,0.271649,0.272253
JSC,rzsm,"[1950, 2014]",ssp245,0.3,,0.273446,0.273033,,0.273097,0.273294,0.272665,0.272308,0.273256,0.273155,0.272859,0.273218,0.273091,0.273436,0.272759,0.273453,0.27181,0.272801,0.272877,,0.270263,0.272738,,0.272773,0.272914,0.273148,0.272819,0.272789,0.273161
JSC,rzsm,"[1950, 2014]",ssp245,0.7,,0.276213,0.276366,,0.276502,0.27646,0.276238,0.275691,0.276245,0.276259,0.275868,0.27593,0.276149,0.276046,0.276075,0.276201,0.275123,0.276234,0.276905,,0.272904,0.27583,,0.275858,0.27623,0.276333,0.276001,0.276494,0.276206
JSC,rzsm,"[1950, 2014]",ssp245,0.8,,0.277115,0.277385,,0.277606,0.277458,0.277581,0.276848,0.277147,0.277237,0.276944,0.276778,0.277246,0.27698,0.277186,0.277142,0.276268,0.277286,0.278358,,0.273923,0.277057,,0.276939,0.277325,0.277471,0.277073,0.277708,0.277268
JSC,rzsm,"[1950, 2014]",ssp245,0.9,,0.278525,0.278921,,0.279232,0.27899,0.279574,0.2786,0.278562,0.278758,0.278601,0.278116,0.278946,0.278439,0.278879,0.278521,0.278024,0.279055,0.280499,,0.275453,0.278866,,0.278812,0.278876,0.279225,0.278667,0.279237,0.278854
JSC,rzsm,"[1950, 2014]",ssp245,0.95,,0.27967,0.280306,,0.280848,0.280553,0.281027,0.280341,0.279896,0.280027,0.280054,0.279442,0.280265,0.279766,0.28038,0.279769,0.279786,0.280694,0.282386,,0.276837,0.280568,,0.280357,0.280264,0.280586,0.28016,0.280699,0.280229
JSC,rzsm,"[1950, 2014]",ssp245,0.98,,0.28093,0.2819294,,0.2825922,0.282368,0.282571,0.282562,0.2813382,0.2817306,0.2822612,0.28110240000000003,0.2818426,0.2810782,0.2820482,0.281054,0.2814392,0.28256719999999996,0.2845164,,0.278462,0.282814,,0.2824164,0.281833,0.28206,0.2820998,0.2822884,0.2817444
JSC,rzsm,"[1981, 2020]",ssp245,0.02,,0.26976654,0.26884718,,0.26857454,0.26811054,0.26877718,0.26904335999999995,0.26948036,0.26935136,0.26942018,0.27050854,0.26895718,0.26972554,0.2684468,0.26970544,0.267431,0.26875072,0.26853336,,0.26795118,0.26925072,,0.26851844,0.26859118000000004,0.26856853999999997,0.267855,0.26816018,0.26788818000000003
JSC,rzsm,"[1981, 2020]",ssp245,0.05,,0.27062735,0.26975745,,0.26930790000000004,0.269126,0.26964745,0.26989145000000003,0.27060245,0.27028015,0.27026245,0.27132245,0.26995070000000004,0.270717,0.26980645000000003,0.270469,0.26879445,0.269395,0.26944090000000004,,0.2684379,0.270114,,0.26948135,0.269513,0.2694958,0.26938445,0.26897145,0.2688257
JSC,rzsm,"[1981, 2020]",ssp245,0.1,,0.2714066,0.270695,,0.2701739,0.2700838,0.2705459,0.2706989,0.27150979999999997,0.2710887,0.2710568,0.27201,0.270756,0.2714598,0.27090549999999997,0.2712619,0.269838,0.2702769,0.2702349,,0.268915,0.27103689999999997,,0.2704309,0.2704309,0.2706413,0.270516,0.269751,0.2700237
JSC,rzsm,"[1981, 2020]",ssp245,0.2,,0.272506,0.271819,,0.271606,0.2714098,0.271775,0.2718818,0.2726828,0.272148,0.2723216,0.2730688,0.271778,0.272269,0.272183,0.272278,0.2710788,0.2714868,0.2713556,,0.2696188,0.27212,,0.2717616,0.27186,0.2719568,0.2717398,0.2712206,0.271533
JSC,rzsm,"[1981, 2020]",ssp245,0.3,,0.273266,0.272639,,0.272611,0.272437,0.2726117,0.272716,0.27354680000000003,0.272916,0.2731667,0.273787,0.272643,0.2729707,0.273143,0.27301369999999997,0.2720107,0.272376,0.2724167,,0.270203,0.27305,,0.272663,0.272801,0.272852,0.272628,0.27249,0.272581
JSC,rzsm,"[1981, 2020]",ssp245,0.7,,0.2760386,0.2757973,,0.275693,0.2758776,0.276667,0.2761013,0.276387,0.276259,0.2763203,0.2763483,0.275531,0.275547,0.276337,0.27594,0.274878,0.275724,0.27630930000000004,,0.272859,0.2764953,,0.2759143,0.2764183,0.275938,0.2758713,0.2766593,0.275889
JSC,rzsm,"[1981, 2020]",ssp245,0.8,,0.277014,0.2768964,,0.276967,0.2768182,0.2779632,0.277162,0.277345,0.2773982,0.277343,0.2773,0.276538,0.2764072,0.2773812,0.2768822,0.2757562,0.276755,0.277643,,0.273974,0.2778584,,0.2771202,0.277591,0.276984,0.276894,0.277972,0.27686
JSC,rzsm,"[1981, 2020]",ssp245,0.9,,0.2785431,0.2784753,,0.2787703,0.278204,0.279731,0.2787585,0.2788541,0.2789801,0.2788832,0.278755,0.2781783,0.2778113,0.27913910000000003,0.27844,0.2772632,0.2784021,0.279752,,0.275578,0.27963330000000003,,0.2790193,0.2790532,0.27864140000000004,0.278321,0.2796051,0.2783401
JSC,rzsm,"[1981, 2020]",ssp245,0.95,,0.27978654999999997,0.27980355,,0.2804771,0.2796301,0.281111,0.28061155,0.28022909999999995,0.280304,0.28017854999999997,0.28023485,0.27965095,0.27917509999999995,0.28090755,0.27985665,0.27902875,0.28020655,0.2816553,,0.27712264999999997,0.28132609999999997,,0.28045064999999997,0.2804782,0.28012755,0.27938465,0.28105075,0.27964574999999997
JSC,rzsm,"[1981, 2020]",ssp245,0.98,,0.28117255999999996,0.28134338,,0.28269321999999997,0.2815982,0.28251982,0.28292276,0.281553,0.28206264000000003,0.28237028,0.28209101999999997,0.28123638,0.28069964000000003,0.28272448,0.281355,0.28070646,0.2821932,0.28383946,,0.27895082,0.28353764000000004,,0.28260374,0.28225684,0.28160164000000004,0.28100655999999996,0.28266564,0.28121282
KSC,rzsm,"[1950, 2014]",ssp245,0.02,,0.1961432,0.1940308,,0.1924986,0.19691440000000002,0.2007836,0.193584,0.1951678,0.2025978,0.1962806,0.204029,0.1942302,0.1941604,0.1908854,0.1954244,0.197406,0.2050034,0.20242279999999999,,0.18934,0.1945016,,0.2017678,0.2038684,0.195432,0.1924466,0.1904964,0.2019842
