center,variable,base,ssp,percentile,months,access-cm2,access-esm1-5,bcc-csm2-mr,cesm2,cesm2-waccm,cmcc-cm2-sr5,cmcc-esm2,cnrm-cm6-1,cnrm-esm2-1,ec-earth3,fgoals-g3,gfdl-cm4,gfdl-cm4_gr2,gfdl-esm4,giss-e2-1-g,iitm-esm,inm-cm4-8,inm-cm5-0,ipsl-cm6a-lr,kace-1-0-g,miroc-es2l,miroc6,mpi-esm1-2-hr,mpi-esm1-2-lr,mri-esm2-0,noresm2-lm,noresm2-mm,taiesm1
KSC,rzsm,"[1950, 2014]",ssp245,0.05,,0.207291,0.204004,,0.202802,0.207263,0.21051,0.207306,0.210261,0.213007,0.206833,0.214916,0.206294,0.206531,0.2024,0.207862,0.207893,0.214448,0.213217,,0.198244,0.205168,,0.210638,0.214068,0.207085,0.207629,0.202743,0.212402
KSC,rzsm,"[1950, 2014]",ssp245,0.1,,0.21757,0.214153,,0.214387,0.216861,0.220214,0.21903,0.219837,0.221564,0.217475,0.223593,0.215457,0.216133,0.215088,0.218065,0.217993,0.22227,0.221604,,0.207137,0.214694,,0.220182,0.222048,0.217937,0.21886,0.214297,0.221846
KSC,rzsm,"[1950, 2014]",ssp245,0.2,,0.230236,0.226151,,0.227752,0.227753,0.232735,0.231706,0.231585,0.231867,0.229835,0.234149,0.226309,0.226598,0.229175,0.231423,0.229843,0.232481,0.232226,,0.218813,0.227254,,0.231306,0.231778,0.229815,0.230935,0.228512,0.232668
KSC,rzsm,"[1950, 2014]",ssp245,0.3,,0.239195,0.235277,,0.237045,0.236611,0.241027,0.240236,0.239771,0.238759,0.238198,0.241092,0.23545,0.235387,0.238361,0.240001,0.238147,0.240085,0.239804,,0.227887,0.236691,,0.2386,0.239008,0.238346,0.238912,0.237356,0.240379
KSC,rzsm,"[1950, 2014]",ssp245,0.7,,0.266929,0.26702,,0.267543,0.266308,0.269861,0.268244,0.268188,0.266862,0.267836,0.265695,0.268384,0.268408,0.268415,0.268299,0.262095,0.26607,0.26677,,0.261433,0.267419,,0.267506,0.266774,0.267162,0.26694,0.268126,0.269689
KSC,rzsm,"[1950, 2014]",ssp245,0.8,,0.274763,0.275948,,0.27646,0.275714,0.278189,0.276538,0.277036,0.275901,0.276754,0.273997,0.277409,0.276888,0.277262,0.276062,0.268948,0.275024,0.275111,,0.272593,0.275214,,0.276856,0.275375,0.276325,0.275505,0.276789,0.278514
KSC,rzsm,"[1950, 2014]",ssp245,0.9,,0.28606,0.288131,,0.287846,0.288118,0.288788,0.287102,0.287648,0.287278,0.288815,0.284696,0.289074,0.288122,0.28925,0.286585,0.278758,0.286609,0.285821,,0.288673,0.286076,,0.287931,0.286287,0.288666,0.286516,0.288487,0.289419
KSC,rzsm,"[1950, 2014]",ssp245,0.95,,0.294374,0.297252,,0.296345,0.296868,0.297473,0.294824,0.295363,0.295803,0.297767,0.29244,0.297516,0.296123,0.298017,0.294438,0.286956,0.294679,0.293647,,0.299351,0.293878,,0.295945,0.293994,0.298133,0.294518,0.296935,0.297811
KSC,rzsm,"[1950, 2014]",ssp245,0.98,,0.30205119999999996,0.30623,,0.30553620000000004,0.30488980000000004,0.3061136,0.3025498,0.3029214,0.3036312,0.3067432,0.3011064,0.305096,0.3033292,0.305712,0.3026648,0.2959578,0.30255,0.30090680000000003,,0.310714,0.3016634,,0.3032066,0.30190019999999995,0.307551,0.30263,0.30495459999999996,0.30607600000000007
KSC,rzsm,"[1981, 2020]",ssp245,0.02,,0.19541662,0.1903873,,0.1887543,0.19894306,0.20220986,0.19472019999999998,0.19398272,0.1983924,0.20105524,0.20561206,0.19107862,0.19101024,0.19107608,0.19332280000000002,0.19470716,0.19786812,0.19891362,,0.18545562,0.19432065999999998,,0.1988857,0.20778504,0.19207716,0.19060417999999998,0.18842172000000001,0.199489
KSC,rzsm,"[1981, 2020]",ssp245,0.05,,0.20661435,0.2008937,,0.20080745,0.21074035000000002,0.21009155,0.20830815,0.2066337,0.21149905,0.2094912,0.2169959,0.20246885,0.2032469,0.2039576,0.20600535,0.20364000000000002,0.2085264,0.210425,,0.1958649,0.2057824,,0.2068769,0.21677345,0.20375745,0.20607309999999998,0.20269905,0.21034809999999998
KSC,rzsm,"[1981, 2020]",ssp245,0.1,,0.21707369999999998,0.2119494,,0.2122069,0.2188814,0.2191922,0.22014450000000002,0.2171742,0.2211959,0.2191058,0.22575620000000002,0.2122494,0.2134827,0.21576779999999998,0.216009,0.2125304,0.2195156,0.22036820000000001,,0.2046481,0.2154939,,0.21706720000000002,0.224099,0.2146625,0.21718659999999998,0.21501699999999999,0.2199375
KSC,rzsm,"[1981, 2020]",ssp245,0.2,,0.2303858,0.224165,,0.22719,0.23003,0.2315864,0.232606,0.2294986,0.2324378,0.2303944,0.2363046,0.2235474,0.2243202,0.230264,0.22903579999999998,0.2253156,0.23108040000000002,0.2322952,,0.217212,0.2274652,,0.229887,0.234095,0.22803559999999998,0.22981559999999998,0.2279728,0.2308418
KSC,rzsm,"[1981, 2020]",ssp245,0.3,,0.23888040000000002,0.2331684,,0.2373117,0.2377957,0.2400929,0.2407007,0.2393409,0.2396494,0.2389779,0.2428101,0.2323167,0.2326317,0.24102469999999998,0.2381568,0.2345712,0.2385108,0.2402918,,0.2261821,0.2368147,,0.23764949999999999,0.2407378,0.23688979999999998,0.2374926,0.23580240000000002,0.2382726
KSC,rzsm,"[1981, 2020]",ssp245,0.7,,0.2658476,0.2653679,,0.2690472,0.2680706,0.26878199999999997,0.269282,0.2681306,0.2665609,0.2688103,0.2666886,0.2666823,0.2666589,0.270228,0.2686382,0.2603875,0.263939,0.2665392,,0.2604809,0.26869149999999997,,0.2662793,0.2684277,0.2659035,0.2661093,0.268693,0.2672655
KSC,rzsm,"[1981, 2020]",ssp245,0.8,,0.27424540000000003,0.274424,,0.2780846,0.2775644,0.27733080000000004,0.277708,0.2770412,0.2752616,0.2788352,0.2745786,0.2760612,0.275705,0.27846960000000004,0.27664140000000004,0.2673046,0.2725478,0.2751094,,0.2727902,0.27673200000000003,,0.27497340000000003,0.277342,0.2757152,0.27479319999999996,0.27729960000000003,0.2762344
KSC,rzsm,"[1981, 2020]",ssp245,0.9,,0.2862305,0.2870528,,0.28965830000000004,0.2901421,0.287759,0.2880283,0.2874761,0.2867911,0.29089,0.2852522,0.2879481,0.28723190000000004,0.2896036,0.2872844,0.27694680000000005,0.2841481,0.2857989,,0.289047,0.2873775,,0.2860573,0.2879978,0.2880204,0.2857272,0.28941680000000003,0.2879212
KSC,rzsm,"[1981, 2020]",ssp245,0.95,,0.29526384999999994,0.29648795,,0.29807665,0.29881329999999995,0.29675275,0.295296,0.2951422,0.2948263,0.2994912,0.29272024999999996,0.29729754999999997,0.29590665,0.29830260000000003,0.29483855,0.28544405,0.29274195,0.29320095,,0.29945685,0.2948735,,0.29504255,0.29573065,0.29861335,0.29379105,0.297658,0.2965675
KSC,rzsm,"[1981, 2020]",ssp245,0.98,,0.30408704,0.30531266,,0.30688576,0.3057622,0.30677602,0.3028612,0.30271468,0.30250469999999996,0.3084022,0.30102738,0.30480219999999997,0.30325294,0.30613248,0.30310448,0.29506546,0.30058604,0.30091538,,0.30999982,0.30272098,,0.30254422,0.30326764,0.30802082,0.30155677999999997,0.30590284,0.3051144
LARC,rzsm,"[1950, 2014]",ssp245,0.02,,0.2318742,0.2290168,,0.22852740000000002,0.254238,0.2377838,0.252776,0.2536602,0.2278582,0.229186,0.23798,0.25755639999999996,0.2584918,0.2318052,0.23205579999999998,0.2294636,0.23017079999999998,0.2555114,,0.2386346,0.24024,,0.22639979999999998,0.232126,0.2344578,0.2337322,0.232897,0.23441340000000002
LARC,rzsm,"[1950, 2014]",ssp245,0.05,,0.241552,0.236967,,0.237789,0.259606,0.245509,0.258943,0.259178,0.237778,0.238612,0.245607,0.262288,0.263004,0.240916,0.240472,0.239133,0.240288,0.260718,,0.245816,0.246966,,0.237931,0.242187,0.24353,0.243989,0.240985,0.244063
LARC,rzsm,"[1950, 2014]",ssp245,0.1,,0.249822,0.245957,,0.245882,0.264707,0.25307,0.264532,0.264893,0.246929,0.247616,0.252715,0.267421,0.267915,0.250522,0.24924,0.249164,0.250297,0.265948,,0.253499,0.253293,,0.248253,0.250102,0.252013,0.251982,0.249747,0.25267
LARC,rzsm,"[1950, 2014]",ssp245,0.2,,0.260489,0.257849,,0.257542,0.271685,0.263257,0.272357,0.272666,0.258987,0.25986,0.262295,0.274312,0.274808,0.262663,0.26031,0.261862,0.261616,0.27356,,0.263181,0.262367,,0.259974,0.26046,0.262054,0.261938,0.260722,0.263205
LARC,rzsm,"[1950, 2014]",ssp245,0.3,,0.2686,0.267049,,0.267229,0.277636,0.271293,0.278411,0.278877,0.268266,0.268402,0.269508,0.279771,0.279964,0.271343,0.268052,0.27063,0.269965,0.279285,,0.270247,0.269784,,0.269263,0.268928,0.269732,0.269655,0.268732,0.271155
LARC,rzsm,"[1950, 2014]",ssp245,0.7,,0.293311,0.294012,,0.293921,0.298057,0.294431,0.297851,0.298222,0.294754,0.294324,0.293162,0.297173,0.297104,0.294813,0.293832,0.295392,0.294597,0.29789,,0.289998,0.292706,,0.29443,0.294365,0.293542,0.294631,0.293776,0.293982
LARC,rzsm,"[1950, 2014]",ssp245,0.8,,0.298925,0.299946,,0.300702,0.303379,0.300835,0.303145,0.303742,0.300884,0.30079,0.299122,0.302537,0.302345,0.300772,0.300428,0.301647,0.300355,0.303333,,0.294964,0.299103,,0.300562,0.300698,0.299519,0.300426,0.30047,0.300167
LARC,rzsm,"[1950, 2014]",ssp245,0.9,,0.30629,0.30749,,0.30955,0.310894,0.309261,0.311146,0.311285,0.309546,0.30893,0.307071,0.310009,0.309572,0.30887,0.308725,0.310033,0.308185,0.310651,,0.302176,0.307724,,0.30908,0.308988,0.307716,0.308005,0.308741,0.308512
LARC,rzsm,"[1950, 2014]",ssp245,0.95,,0.312349,0.3139,,0.316469,0.317005,0.316024,0.317763,0.317962,0.317113,0.315392,0.313451,0.316748,0.316085,0.315384,0.315443,0.316691,0.314357,0.316761,,0.308556,0.314185,,0.316227,0.315539,0.314309,0.314135,0.315468,0.31551
LARC,rzsm,"[1950, 2014]",ssp245,0.98,,0.3189926,0.3216106,,0.32477880000000003,0.32517700000000005,0.324263,0.3257726,0.3252176,0.32582500000000003,0.3234678,0.3207876,0.3247252,0.32357280000000005,0.3226124,0.32320600000000005,0.3241776,0.3221216,0.3239596,,0.316444,0.3211,,0.3246212,0.32348800000000005,0.3215952,0.321288,0.323835,0.3236346
LARC,rzsm,"[1981, 2020]",ssp245,0.02,,0.2309974,0.23129948,,0.23153044,0.25359808,0.24095788,0.25426426,0.2528484,0.22821982,0.2313836,0.2361139,0.25698062,0.2579579,0.23362438,0.2326407,0.22144998,0.23243132,0.25689954,,0.23586611999999998,0.23784086000000002,,0.22789354,0.22712955999999998,0.23044138,0.22957776,0.23252536000000001,0.238239
LARC,rzsm,"[1981, 2020]",ssp245,0.05,,0.24151355,0.23866125,,0.24060905000000002,0.25895585,0.24894215,0.26008939999999997,0.25831235,0.2379155,0.2409626,0.24323805,0.26151635,0.26244090000000003,0.24434245000000002,0.24070550000000002,0.2329377,0.24241925,0.2621598,,0.24300535,0.24536925,,0.2408935,0.23969959999999998,0.23933325,0.24201340000000002,0.2398924,0.24712735
LARC,rzsm,"[1981, 2020]",ssp245,0.1,,0.2504027,0.2470888,,0.248574,0.2640492,0.25596979999999997,0.2655087,0.2639262,0.2470352,0.2511064,0.2509324,0.2663008,0.2668736,0.2538044,0.2495743,0.2433646,0.25143780000000004,0.26746010000000003,,0.2511925,0.2518409,,0.2505376,0.2482161,0.2489026,0.2504798,0.24837440000000002,0.25533249999999996
LARC,rzsm,"[1981, 2020]",ssp245,0.2,,0.261243,0.2584008,,0.2595122,0.270953,0.2665828,0.273078,0.271939,0.2590722,0.2641862,0.2608568,0.27303120000000003,0.2737312,0.2658036,0.2607354,0.2557722,0.2622886,0.2747918,,0.2610326,0.260701,,0.260933,0.25861839999999997,0.2599468,0.2598872,0.2594944,0.2654452
LARC,rzsm,"[1981, 2020]",ssp245,0.3,,0.2694794,0.2671142,,0.26840529999999996,0.2769197,0.2734168,0.2796087,0.2783841,0.2677971,0.272321,0.2682741,0.27890739999999997,0.2792505,0.2740701,0.268618,0.26462569999999996,0.2703894,0.2805234,,0.2688701,0.2680217,,0.2693545,0.2677384,0.268494,0.2679304,0.26787629999999996,0.2723267
LARC,rzsm,"[1981, 2020]",ssp245,0.7,,0.293666,0.2939345,,0.2937273,0.2973172,0.2945463,0.2994133,0.2985729,0.2944002,0.29613249999999997,0.2931672,0.29757399999999995,0.29759599999999997,0.2958826,0.2939523,0.2927656,0.293958,0.29863649999999997,,0.2889836,0.2913472,,0.2941816,0.2944136,0.294081,0.294146,0.2934293,0.29401
LARC,rzsm,"[1981, 2020]",ssp245,0.8,,0.29953060000000004,0.3000702,,0.3002888,0.302729,0.30088560000000003,0.3049576,0.304315,0.30109199999999997,0.30230280000000004,0.2992502,0.303115,0.3030252,0.3020104,0.3008506,0.299593,0.2997918,0.3039452,,0.294065,0.2980626,,0.3005524,0.30072160000000003,0.3003976,0.300374,0.29985819999999996,0.3002304
LARC,rzsm,"[1981, 2020]",ssp245,0.9,,0.3071753,0.3077664,,0.30825,0.3106457,0.3096463,0.3131107,0.3117042,0.3101731,0.3102591,0.3073431,0.3105732,0.3100084,0.3102418,0.30893940000000003,0.3084051,0.3077498,0.3113452,,0.3009741,0.3071722,,0.30962080000000003,0.3088519,0.3084314,0.30860590000000004,0.3083633,0.30881919999999996
LARC,rzsm,"[1981, 2020]",ssp245,0.95,,0.31323585,0.314306,,0.31489554999999997,0.31692254999999997,0.3162182,0.32039124999999996,0.31816465,0.3177094,0.3170303,0.31349855,0.31713025,0.3163971,0.3171762,0.3152392,0.31508674999999997,0.31411705,0.31750385,,0.30779639999999997,0.3140464,,0.31650985,0.3154983,0.3149382,0.31481975,0.31510545,0.31579175
LARC,rzsm,"[1981, 2020]",ssp245,0.98,,0.32002527999999997,0.32159392,,0.32285082,0.32494056,0.3242766,0.32801021999999996,0.32611029999999996,0.32644902,0.32496542,0.32081058,0.32472582,0.32380756,0.32511078,0.32308282,0.32243582,0.32170106,0.32438612,,0.31603658,0.3213315,,0.3248651,0.3234645,0.32240074,0.3218455,0.32399056,0.3241215
MAF,rzsm,"[1950, 2014]",ssp245,0.02,,0.2386252,0.2321818,,0.2313262,0.2309192,0.24032,0.2339172,0.2348478,0.2403452,0.2381504,0.23319379999999998,0.23902020000000002,0.24103460000000002,0.233258,0.2394272,0.2262778,0.2233786,0.2190342,,0.2378556,0.236806,,0.2242998,0.2272174,0.237283,0.2356552,0.23252979999999998,0.23718540000000002
MAF,rzsm,"[1950, 2014]",ssp245,0.05,,0.247534,0.242395,,0.244734,0.241504,0.249564,0.244613,0.244565,0.249983,0.248214,0.244425,0.248309,0.250557,0.244868,0.249048,0.236737,0.236574,0.234667,,0.245555,0.24677,,0.234998,0.241068,0.246329,0.246623,0.244514,0.246115
MAF,rzsm,"[1950, 2014]",ssp245,0.1,,0.257392,0.252149,,0.254684,0.251774,0.258256,0.253916,0.255021,0.258933,0.256841,0.254422,0.257199,0.259083,0.256583,0.257492,0.245671,0.24813,0.248373,,0.253526,0.254965,,0.245979,0.251198,0.255398,0.255749,0.254567,0.256058
MAF,rzsm,"[1950, 2014]",ssp245,0.2,,0.269845,0.265024,,0.266673,0.264813,0.268959,0.266752,0.26775,0.270752,0.267923,0.266338,0.268511,0.269973,0.267916,0.26881,0.25894,0.264935,0.264334,,0.266842,0.266532,,0.261308,0.264258,0.267517,0.26683,0.267589,0.268506
MAF,rzsm,"[1950, 2014]",ssp245,0.3,,0.27814,0.274214,,0.274986,0.274449,0.276768,0.274671,0.276565,0.278935,0.276265,0.275259,0.27714,0.277953,0.27629,0.277156,0.269168,0.275771,0.27498,,0.276311,0.274387,,0.271738,0.273533,0.275837,0.27516,0.276379,0.276722
MAF,rzsm,"[1950, 2014]",ssp245,0.7,,0.301347,0.300658,,0.301266,0.301488,0.301835,0.300128,0.301848,0.302059,0.300727,0.300288,0.301893,0.301329,0.300865,0.301268,0.298772,0.302125,0.302316,,0.29994,0.300116,,0.301233,0.301163,0.301576,0.301176,0.301513,0.302299
MAF,rzsm,"[1950, 2014]",ssp245,0.8,,0.307498,0.307765,,0.308342,0.30794,0.309043,0.307366,0.308888,0.308335,0.307843,0.30697,0.308721,0.307664,0.307375,0.307757,0.305998,0.309094,0.309457,,0.306322,0.307471,,0.3089,0.308554,0.308464,0.308043,0.308169,0.309373
MAF,rzsm,"[1950, 2014]",ssp245,0.9,,0.31593,0.317396,,0.31803,0.317308,0.318686,0.317027,0.318418,0.317393,0.317444,0.31626,0.317903,0.316079,0.316455,0.316663,0.31506,0.318588,0.318772,,0.314648,0.316725,,0.319542,0.317748,0.318101,0.317408,0.317483,0.318681
MAF,rzsm,"[1950, 2014]",ssp245,0.95,,0.323025,0.3259,,0.325706,0.325333,0.32654,0.325237,0.326259,0.32514,0.325254,0.324048,0.325072,0.322783,0.324609,0.32371,0.322369,0.326358,0.32668,,0.321463,0.324249,,0.328057,0.324743,0.326316,0.325207,0.325543,0.326815
MAF,rzsm,"[1950, 2014]",ssp245,0.98,,0.3303834,0.33501000000000003,,0.3347524,0.3352036,0.335644,0.33456559999999996,0.33607560000000003,0.334723,0.3336734,0.332608,0.3335464,0.3302754,0.3334864,0.3316082,0.3313302,0.33472040000000003,0.3354146,,0.3294366,0.3330456,,0.33673280000000005,0.33225699999999997,0.3353716,0.33398659999999997,0.3351246,0.3364024
MAF,rzsm,"[1981, 2020]",ssp245,0.02,,0.23627034,0.2320163,,0.23199282,0.22755546,0.2404599,0.23433614,0.23797298,0.23762996,0.24623706,0.23808276,0.2344242,0.23726834,0.23576958,0.23747268,0.22625188000000002,0.22122568,0.21973946,,0.23322833999999998,0.23402686,,0.22446249999999998,0.23501261999999998,0.2362847,0.2349129,0.23031684,0.23028222
MAF,rzsm,"[1981, 2020]",ssp245,0.05,,0.24569965000000002,0.24240225,,0.24513245,0.23881075,0.2502939,0.2446739,0.24742695,0.2465065,0.25377035000000003,0.24700840000000002,0.2463325,0.2487821,0.2472919,0.24836305,0.23497575,0.23274765,0.23301355,,0.2415032,0.24392245,,0.23450845,0.24418779999999998,0.24453315,0.2458439,0.24503165000000002,0.2390611
MAF,rzsm,"[1981, 2020]",ssp245,0.1,,0.2556982,0.2507678,,0.25488170000000004,0.2502817,0.2585689,0.254435,0.2575641,0.2568696,0.2608862,0.25564919999999997,0.2551318,0.2575322,0.2573779,0.2572961,0.2441073,0.2423107,0.2461872,,0.2506155,0.2530514,,0.2449306,0.2530211,0.2534707,0.254302,0.2554377,0.2483866
MAF,rzsm,"[1981, 2020]",ssp245,0.2,,0.268585,0.263356,,0.26663180000000003,0.26298360000000004,0.2695178,0.2663506,0.2697136,0.269697,0.2707058,0.2674686,0.2656864,0.2678042,0.26818559999999997,0.26846159999999997,0.25652,0.2582588,0.2617604,,0.2634144,0.2641214,,0.2607852,0.26498859999999996,0.26591319999999996,0.2646928,0.2684348,0.2616292
MAF,rzsm,"[1981, 2020]",ssp245,0.3,,0.2770425,0.2729437,,0.274732,0.2727328,0.2769867,0.2750261,0.2777687,0.2786087,0.2783197,0.2761047,0.2749404,0.275931,0.27564289999999997,0.2768309,0.26616480000000003,0.2705647,0.2722011,,0.27376659999999997,0.27189769999999996,,0.2716474,0.2739105,0.2744355,0.272856,0.2770629,0.2711202
MAF,rzsm,"[1981, 2020]",ssp245,0.7,,0.3004879,0.3004426,,0.2998783,0.3006683,0.3024269,0.3015136,0.30171519999999996,0.3015296,0.3021846,0.3014896,0.3011001,0.3007383,0.3013443,0.301528,0.298349,0.3005854,0.3005535,,0.2990115,0.2998745,,0.30134679999999997,0.3013158,0.3002509,0.299178,0.3015586,0.299678
MAF,rzsm,"[1981, 2020]",ssp245,0.8,,0.30688000000000004,0.3076484,,0.30686240000000004,0.3071234,0.309712,0.3089092,0.30880620000000003,0.30775980000000003,0.30897440000000004,0.3079858,0.3081188,0.307203,0.3082992,0.3080924,0.3058404,0.307727,0.308075,,0.3053052,0.3075606,,0.30885640000000003,0.3083758,0.3068974,0.30641240000000003,0.3084078,0.30689160000000004
MAF,rzsm,"[1981, 2020]",ssp245,0.9,,0.315556,0.3172743,,0.3171524,0.3166934,0.31952719999999996,0.3187084,0.3185136,0.3166235,0.3180271,0.3169422,0.3176166,0.3159676,0.31776550000000003,0.31704580000000004,0.3156873,0.3172873,0.3182273,,0.31357820000000003,0.31641980000000003,,0.3192371,0.3175302,0.3164797,0.3158876,0.3180499,0.3160597
MAF,rzsm,"[1981, 2020]",ssp245,0.95,,0.3223811,0.3257772,,0.32517175,0.3250673,0.32733055,0.32715235,0.3267675,0.32382255,0.3254205,0.3245201,0.32522095,0.3230335,0.32586075,0.32408784999999996,0.32299839999999996,0.3254247,0.326605,,0.32062365,0.324122,,0.32782965,0.32461465,0.32500855,0.32373995,0.32602675,0.3245498
MAF,rzsm,"[1981, 2020]",ssp245,0.98,,0.32967782,0.33491658,,0.33444982,0.33521328,0.33717332,0.33670486,0.33638840000000003,0.33353782,0.33419108,0.33344571999999995,0.33424596,0.33077842,0.33532638,0.33229082,0.3319425,0.33457084,0.33456814,,0.32883999999999997,0.33322640000000003,,0.33657642,0.3323612,0.33383353999999993,0.33278938,0.33503868,0.33430848
MSFC,rzsm,"[1950, 2014]",ssp245,0.02,,0.1729732,0.1705392,,0.1837692,0.192207,0.2153458,0.1752884,0.18082779999999998,0.1854712,0.1738402,0.2008372,0.181969,0.1892828,0.17986580000000002,0.1741276,0.1778282,0.1814176,0.1738432,,0.2179816,0.1868294,,0.1841688,0.19620079999999998,0.1852916,0.1927266,0.1853818,0.2128716
MSFC,rzsm,"[1950, 2014]",ssp245,0.05,,0.196429,0.193516,,0.20413,0.20669,0.232352,0.198087,0.206122,0.210964,0.197472,0.22061,0.212435,0.218861,0.205378,0.203595,0.199533,0.203389,0.200958,,0.23205,0.212038,,0.208614,0.214402,0.207045,0.21019,0.204797,0.228057
MSFC,rzsm,"[1950, 2014]",ssp245,0.1,,0.226174,0.217593,,0.221953,0.222618,0.245444,0.224153,0.228598,0.232347,0.220754,0.23768,0.232981,0.237124,0.22374,0.226132,0.224268,0.22341,0.225201,,0.24522,0.229419,,0.226716,0.231049,0.227688,0.22669,0.223272,0.242378
MSFC,rzsm,"[1950, 2014]",ssp245,0.2,,0.251393,0.248792,,0.245344,0.243537,0.261434,0.246578,0.250904,0.252982,0.24524,0.2561,0.252673,0.255259,0.247336,0.249035,0.249661,0.247794,0.252596,,0.260863,0.248209,,0.247646,0.250384,0.250597,0.248047,0.245701,0.259828
MSFC,rzsm,"[1950, 2014]",ssp245,0.3,,0.266009,0.266501,,0.260948,0.260085,0.272259,0.261536,0.265722,0.266632,0.262879,0.26812,0.266824,0.268174,0.26402,0.2638,0.264422,0.264473,0.267753,,0.271923,0.261542,,0.262567,0.263215,0.263885,0.263257,0.260668,0.271761
MSFC,rzsm,"[1950, 2014]",ssp245,0.7,,0.300768,0.301661,,0.300964,0.301353,0.302009,0.300565,0.300839,0.300207,0.300633,0.300007,0.299896,0.299979,0.30034,0.300809,0.301852,0.302857,0.30239,,0.305022,0.299197,,0.299804,0.299927,0.300426,0.301174,0.301042,0.302082
MSFC,rzsm,"[1950, 2014]",ssp245,0.8,,0.307261,0.308033,,0.30843,0.308553,0.308916,0.307896,0.307875,0.307483,0.307562,0.307041,0.307077,0.306961,0.307226,0.308026,0.309064,0.30999,0.309182,,0.313546,0.307028,,0.30771,0.307349,0.307345,0.308493,0.308416,0.308968
MSFC,rzsm,"[1950, 2014]",ssp245,0.9,,0.315983,0.316505,,0.318124,0.317687,0.318337,0.317202,0.31691,0.316714,0.316555,0.315796,0.316555,0.316372,0.31622,0.317217,0.317794,0.318439,0.317573,,0.323879,0.316294,,0.316636,0.31693,0.316179,0.317674,0.31758,0.318128
MSFC,rzsm,"[1950, 2014]",ssp245,0.95,,0.323227,0.323605,,0.325906,0.324894,0.326252,0.32481,0.32461,0.324268,0.324384,0.322883,0.324212,0.323632,0.323748,0.324341,0.324647,0.324958,0.324542,,0.331613,0.323817,,0.324389,0.324771,0.323262,0.325269,0.325419,0.325706
MSFC,rzsm,"[1950, 2014]",ssp245,0.98,,0.33157,0.3322168,,0.33442760000000005,0.3332636,0.3352894,0.3331188,0.3327654,0.33407,0.33325520000000003,0.3309314,0.3324642,0.3317202,0.3320018,0.3332084,0.33257440000000005,0.3318998,0.3329724,,0.339283,0.3322042,,0.332888,0.3337314,0.3316884,0.33323420000000004,0.33373820000000004,0.3350144
MSFC,rzsm,"[1981, 2020]",ssp245,0.02,,0.1699106,0.16508142,,0.18449066,0.18585266,0.21548444,0.18413510000000002,0.18361460000000002,0.1771345,0.17604426,0.2028196,0.1772569,0.18146042,0.17566178000000002,0.18330718000000001,0.17290206,0.16895204,0.17531178,,0.21098576,0.18722618,,0.19418012,0.19038312000000002,0.1850789,0.19263818000000002,0.18875139999999999,0.19421546
MSFC,rzsm,"[1981, 2020]",ssp245,0.05,,0.19270245000000003,0.18407545,,0.20351965,0.2057517,0.23166475,0.21040319999999998,0.2095894,0.20411075,0.20168585,0.22130895,0.20220825,0.20718955,0.2024183,0.20817425,0.1991387,0.1904418,0.2035461,,0.22720155,0.2056112,,0.21508525,0.21112345000000002,0.20348345,0.2094169,0.20633735,0.2161445
