center,variable,base,ssp,percentile,months,access-cm2,access-esm1-5,bcc-csm2-mr,cesm2,cesm2-waccm,cmcc-cm2-sr5,cmcc-esm2,cnrm-cm6-1,cnrm-esm2-1,ec-earth3,fgoals-g3,gfdl-cm4,gfdl-cm4_gr2,gfdl-esm4,giss-e2-1-g,iitm-esm,inm-cm4-8,inm-cm5-0,ipsl-cm6a-lr,kace-1-0-g,miroc-es2l,miroc6,mpi-esm1-2-hr,mpi-esm1-2-lr,mri-esm2-0,noresm2-lm,noresm2-mm,taiesm1
MSFC,rzsm,"[1981, 2020]",ssp245,0.1,,0.21876120000000002,0.2106871,,0.22010079999999999,0.22099069999999998,0.2442172,0.2296036,0.2298722,0.2246504,0.2199702,0.2388186,0.2261236,0.2300141,0.22230060000000001,0.2273975,0.22210280000000002,0.2144983,0.22741640000000002,,0.2418077,0.2234699,,0.2304011,0.2287161,0.2220674,0.2265391,0.22452640000000001,0.233273
MSFC,rzsm,"[1981, 2020]",ssp245,0.2,,0.2467386,0.24017860000000002,,0.24187360000000002,0.24054740000000002,0.261676,0.2505506,0.2518258,0.2486728,0.2458604,0.2572602,0.2489448,0.25185939999999996,0.24452959999999999,0.2483848,0.245975,0.2415784,0.2537828,,0.258058,0.2441346,,0.2506378,0.24937879999999998,0.2460864,0.24679579999999998,0.2478118,0.2520614
MSFC,rzsm,"[1981, 2020]",ssp245,0.3,,0.2638273,0.26131499999999996,,0.2572337,0.256902,0.272289,0.2644337,0.266347,0.2638064,0.2636698,0.2686169,0.2640323,0.2656469,0.2613764,0.2630363,0.261663,0.2598925,0.2678931,,0.2692807,0.2588815,,0.2644105,0.2632567,0.261639,0.26167650000000003,0.2626195,0.2656347
MSFC,rzsm,"[1981, 2020]",ssp245,0.7,,0.2998971,0.3001415,,0.29823130000000003,0.3003376,0.3018908,0.301874,0.3014679,0.299176,0.3019876,0.3005828,0.2998558,0.2999739,0.3001416,0.301257,0.3004119,0.3026313,0.302564,,0.3041868,0.2986839,,0.3006583,0.2991536,0.299916,0.3013641,0.3003705,0.3010003
MSFC,rzsm,"[1981, 2020]",ssp245,0.8,,0.306331,0.3069826,,0.30602820000000003,0.30814959999999997,0.3093058,0.3091512,0.30811839999999996,0.3068432,0.30858440000000004,0.3075992,0.3071886,0.3071752,0.3072684,0.3085314,0.3082918,0.3093486,0.3093866,,0.3128106,0.30649980000000004,,0.30815800000000004,0.3064358,0.3067882,0.3088234,0.3077902,0.3082308
MSFC,rzsm,"[1981, 2020]",ssp245,0.9,,0.31532820000000006,0.3154313,,0.3153551,0.3171684,0.3193859,0.3187607,0.3167929,0.3164137,0.3172937,0.31635209999999997,0.3165082,0.3164741,0.3166801,0.3182464,0.31720770000000004,0.3176474,0.3177952,,0.32329,0.315674,,0.31692980000000004,0.31618500000000005,0.315801,0.31803329999999996,0.31753570000000003,0.3180391
MSFC,rzsm,"[1981, 2020]",ssp245,0.95,,0.3228682,0.32258715,,0.32299425,0.3242933,0.3278024,0.32660009999999995,0.32418854999999996,0.32417834999999995,0.32541865,0.32369149999999997,0.32434634999999995,0.32376665,0.32466565000000003,0.3257444,0.32445275,0.3242681,0.3247169,,0.3313908,0.32309485,,0.32446254999999996,0.3240762,0.32277374999999997,0.32552729999999996,0.32561025,0.32560844999999994
MSFC,rzsm,"[1981, 2020]",ssp245,0.98,,0.33146351999999996,0.33171858000000004,,0.33131346,0.33254046,0.33715142,0.33536009999999994,0.33218233999999996,0.3339504,0.33386756,0.33187384,0.33275366,0.33192138,0.3327771,0.33519358,0.33286268,0.33110514,0.33257538,,0.33904449999999997,0.33098326,,0.33303488,0.33300858,0.33122744,0.33326668,0.33375982,0.33461264
SSC,rzsm,"[1950, 2014]",ssp245,0.02,,0.2624846,0.2503076,,0.25213379999999996,0.247834,0.273362,0.256971,0.2568358,0.2675156,0.2589548,0.2558746,0.2624448,0.2649394,0.2482126,0.2603636,0.2437204,0.2391406,0.2260204,,0.2641968,0.2549058,,0.23377440000000002,0.236023,0.26139439999999997,0.25309539999999997,0.2566304,0.268033
SSC,rzsm,"[1950, 2014]",ssp245,0.05,,0.276201,0.266123,,0.270755,0.264924,0.286159,0.270189,0.272514,0.281231,0.274479,0.273027,0.276623,0.279599,0.271431,0.275546,0.261147,0.258489,0.257913,,0.274892,0.26981,,0.251004,0.25763,0.274363,0.2705,0.272166,0.280704
SSC,rzsm,"[1950, 2014]",ssp245,0.1,,0.290802,0.280494,,0.284583,0.280861,0.296805,0.284443,0.286675,0.293634,0.286625,0.285859,0.288847,0.292039,0.28617,0.28963,0.274124,0.277571,0.276121,,0.286539,0.282072,,0.270303,0.27452,0.288415,0.283966,0.286658,0.29419
SSC,rzsm,"[1950, 2014]",ssp245,0.2,,0.309308,0.298272,,0.301788,0.29945,0.311078,0.301728,0.305696,0.31113,0.303374,0.303826,0.305487,0.307711,0.303485,0.306249,0.292923,0.301656,0.298076,,0.303744,0.298512,,0.292968,0.29601,0.304957,0.302357,0.304638,0.309344
SSC,rzsm,"[1950, 2014]",ssp245,0.3,,0.322047,0.312847,,0.314882,0.313813,0.32143,0.314024,0.318581,0.322305,0.316174,0.316799,0.318306,0.320107,0.316433,0.318911,0.307826,0.317057,0.314178,,0.317272,0.311804,,0.308527,0.311139,0.317158,0.314823,0.317128,0.320403
SSC,rzsm,"[1950, 2014]",ssp245,0.7,,0.353682,0.351633,,0.352513,0.353128,0.354396,0.350527,0.353739,0.354493,0.352593,0.351761,0.353765,0.35394,0.352555,0.353555,0.349351,0.354493,0.354648,,0.350869,0.351049,,0.351778,0.353336,0.35295,0.352953,0.353369,0.354868
SSC,rzsm,"[1950, 2014]",ssp245,0.8,,0.361033,0.360434,,0.361278,0.361141,0.362887,0.360019,0.361824,0.361934,0.361251,0.359948,0.361817,0.361552,0.36059,0.361478,0.35866,0.362851,0.363222,,0.359094,0.360481,,0.361848,0.362559,0.361247,0.361303,0.361363,0.363183
SSC,rzsm,"[1950, 2014]",ssp245,0.9,,0.370596,0.371021,,0.371678,0.371313,0.373387,0.370802,0.372333,0.371322,0.371933,0.370168,0.372076,0.371269,0.370758,0.37131,0.369397,0.373574,0.37366,,0.369067,0.371259,,0.374121,0.373063,0.37193,0.371969,0.371661,0.373417
SSC,rzsm,"[1950, 2014]",ssp245,0.95,,0.378203,0.379759,,0.380401,0.379444,0.381647,0.37919,0.380609,0.379358,0.380179,0.378648,0.379856,0.378459,0.379337,0.379294,0.377134,0.381807,0.382206,,0.37686,0.37939,,0.383431,0.380572,0.380413,0.380343,0.379834,0.381966
SSC,rzsm,"[1950, 2014]",ssp245,0.98,,0.38611900000000005,0.389511,,0.38925580000000004,0.3894514,0.39067240000000003,0.3892122,0.38958780000000004,0.38877900000000004,0.3890394,0.38796820000000004,0.3886546,0.386002,0.3881486,0.38782320000000003,0.3858204,0.39010880000000003,0.391107,,0.3852156,0.38809780000000005,,0.3921332,0.3881572,0.38922120000000004,0.3894512,0.38863320000000007,0.3914086
SSC,rzsm,"[1981, 2020]",ssp245,0.02,,0.25826606,0.24873408,,0.25123428,0.24350794,0.27631046000000004,0.25310288000000003,0.26306461999999997,0.26485719999999996,0.27266314,0.2649957,0.25221296,0.25474872,0.2576789,0.2613767,0.24374688,0.2333006,0.22485506,,0.25281524,0.25094552000000003,,0.23142468,0.25075818,0.26065076000000004,0.25067252,0.25386622000000003,0.25373152
SSC,rzsm,"[1981, 2020]",ssp245,0.05,,0.27171270000000003,0.2662912,,0.2698321,0.26154774999999997,0.2885794,0.2686214,0.27652515,0.27796550000000003,0.28326915,0.27730315,0.27158305,0.27476225,0.27463845000000003,0.27553315,0.25710735,0.250324,0.2547684,,0.26738215,0.2647971,,0.2493663,0.26447995,0.27027490000000004,0.26778270000000004,0.2709876,0.26710335
SSC,rzsm,"[1981, 2020]",ssp245,0.1,,0.2883015,0.2796508,,0.28432690000000005,0.2780296,0.2988768,0.2839929,0.29141249999999996,0.2906758,0.29431029999999997,0.2895089,0.28571219999999997,0.28931710000000005,0.28763489999999997,0.289665,0.2711508,0.266515,0.2729616,,0.28058839999999996,0.276737,,0.2703103,0.2793899,0.2841396,0.2797775,0.28783329999999996,0.2817462
SSC,rzsm,"[1981, 2020]",ssp245,0.2,,0.3075136,0.2964616,,0.3011334,0.297443,0.3124824,0.3024432,0.30909559999999997,0.3088486,0.3098746,0.3060772,0.3029328,0.3052414,0.30327560000000003,0.306429,0.28788559999999996,0.2895808,0.2948736,,0.2973772,0.2933586,,0.2934116,0.2981252,0.301647,0.29758419999999997,0.3055732,0.299556
SSC,rzsm,"[1981, 2020]",ssp245,0.3,,0.32085759999999997,0.3105367,,0.313513,0.31131179999999997,0.3223601,0.3156861,0.32106880000000004,0.3209801,0.3207452,0.3181217,0.3163702,0.3179404,0.314434,0.3193437,0.3026861,0.30802219999999997,0.3098644,,0.3135597,0.3059035,,0.3096404,0.31284680000000004,0.31433880000000003,0.3105375,0.3176884,0.311697
SSC,rzsm,"[1981, 2020]",ssp245,0.7,,0.35293379999999996,0.3508429,,0.3508648,0.3523103,0.3553595,0.3534567,0.35359689999999994,0.3537238,0.354821,0.35335849999999996,0.3528536,0.3530933,0.352664,0.3541027,0.3472208,0.3514393,0.3512524,,0.34921209999999997,0.3498063,,0.3518338,0.3538372,0.35109830000000003,0.3500684,0.35377519999999996,0.351537
SSC,rzsm,"[1981, 2020]",ssp245,0.8,,0.36033319999999996,0.359711,,0.3594716,0.3602704,0.36364060000000004,0.3624606,0.3615012,0.3610136,0.36311780000000005,0.3612464,0.3610376,0.360581,0.3615312,0.3618224,0.357351,0.360587,0.3610126,,0.3576454,0.36006520000000003,,0.3618006,0.3626766,0.3591622,0.3596314,0.36214660000000004,0.36016940000000003
SSC,rzsm,"[1981, 2020]",ssp245,0.9,,0.36999550000000003,0.3706975,,0.3703163,0.37065200000000004,0.37444170000000004,0.3729386,0.37257470000000004,0.3702642,0.3730642,0.3713886,0.3716858,0.3710003,0.3717723,0.3717942,0.36930670000000004,0.3715695,0.3729862,,0.3673073,0.370703,,0.37341880000000005,0.3727904,0.3697992,0.3706464,0.3728413,0.371051
SSC,rzsm,"[1981, 2020]",ssp245,0.95,,0.37761525,0.37929735,,0.37947775,0.37887434999999997,0.3827482,0.3813389,0.3807831,0.37824169999999996,0.38108495,0.3794093,0.38000779999999995,0.37857440000000003,0.38039985,0.38000164999999997,0.3778094,0.38039364999999997,0.38211885,,0.37538675,0.37896409999999997,,0.3828311,0.3804671,0.37880084999999997,0.3788351,0.38083265,0.37949555
SSC,rzsm,"[1981, 2020]",ssp245,0.98,,0.38481868,0.3892391,,0.38879256,0.38942741999999997,0.39188175999999997,0.39126745999999996,0.38972874,0.38763274,0.38992862,0.38880628,0.38892432,0.3862884,0.38913381999999996,0.38880114,0.3860526,0.3899218,0.39035152,,0.38392692,0.38795858,,0.39143110000000003,0.388291,0.38768182,0.38766712000000003,0.3896804,0.38944678
WFF,rzsm,"[1950, 2014]",ssp245,0.02,,0.2551044,0.254287,,0.2536234,0.25367,0.2571568,0.2525192,0.253631,0.253483,0.2549318,0.25800280000000003,0.2554632,0.2575,0.254356,0.255714,0.25477279999999997,0.25434,0.25408379999999997,,0.258137,0.2587352,,0.25370960000000004,0.2563294,0.2566106,0.2562778,0.25546019999999997,0.2547606
WFF,rzsm,"[1950, 2014]",ssp245,0.05,,0.260059,0.259289,,0.259096,0.258861,0.261947,0.258368,0.259085,0.258699,0.259968,0.262354,0.261138,0.262583,0.259612,0.260314,0.260437,0.260246,0.259549,,0.26242,0.263122,,0.25864,0.260938,0.261714,0.261797,0.260764,0.260466
WFF,rzsm,"[1950, 2014]",ssp245,0.1,,0.265269,0.264269,,0.264025,0.263712,0.267025,0.263955,0.264764,0.264372,0.265007,0.266619,0.26636,0.267468,0.264967,0.264989,0.265867,0.265528,0.264967,,0.267113,0.267745,,0.263953,0.265257,0.266569,0.266279,0.265806,0.265944
WFF,rzsm,"[1950, 2014]",ssp245,0.2,,0.272492,0.271269,,0.271187,0.270687,0.2738,0.271631,0.272288,0.272016,0.271921,0.273008,0.273168,0.274054,0.272382,0.271983,0.273219,0.272462,0.272398,,0.273977,0.273794,,0.271724,0.271553,0.273035,0.272891,0.272366,0.273269
WFF,rzsm,"[1950, 2014]",ssp245,0.3,,0.278083,0.277013,,0.276981,0.276877,0.279031,0.277546,0.278191,0.277966,0.277869,0.278303,0.278579,0.279206,0.27798,0.277557,0.278999,0.278322,0.278149,,0.279316,0.278624,,0.277485,0.276922,0.278206,0.278128,0.277815,0.278913
WFF,rzsm,"[1950, 2014]",ssp245,0.7,,0.29667,0.296748,,0.29698,0.297444,0.297496,0.296921,0.297493,0.297478,0.297671,0.296712,0.296245,0.296044,0.297036,0.297197,0.297726,0.297657,0.297176,,0.294849,0.296441,,0.297539,0.296551,0.296302,0.29734,0.297037,0.297095
WFF,rzsm,"[1950, 2014]",ssp245,0.8,,0.301535,0.3021,,0.30283,0.3025,0.302958,0.302213,0.302711,0.302907,0.302912,0.301829,0.301526,0.301215,0.302403,0.302743,0.303037,0.302775,0.302731,,0.299144,0.302079,,0.302912,0.301809,0.301645,0.302354,0.302498,0.302413
WFF,rzsm,"[1950, 2014]",ssp245,0.9,,0.30837,0.309268,,0.31058,0.309773,0.310465,0.309662,0.309915,0.310596,0.309863,0.308988,0.308958,0.308164,0.309927,0.309872,0.31016,0.309791,0.310075,,0.305404,0.309598,,0.310339,0.309552,0.309106,0.309076,0.30989,0.310011
WFF,rzsm,"[1950, 2014]",ssp245,0.95,,0.314338,0.314755,,0.316851,0.315695,0.316597,0.316017,0.31602,0.317278,0.315945,0.314644,0.315551,0.313947,0.315839,0.315687,0.315861,0.31576,0.315928,,0.311247,0.315974,,0.316771,0.315852,0.315148,0.314977,0.316164,0.316064
WFF,rzsm,"[1950, 2014]",ssp245,0.98,,0.3208874,0.3218142,,0.3241052,0.3230326,0.3242836,0.3231308,0.3228742,0.32518620000000004,0.3232708,0.32176340000000003,0.3231962,0.3207234,0.3231006,0.3221366,0.3224056,0.32276780000000005,0.3227592,,0.31805100000000003,0.3228858,,0.3243398,0.3233556,0.3221114,0.3213576,0.3234172,0.3235694
WFF,rzsm,"[1981, 2020]",ssp245,0.02,,0.25540374,0.2540506,,0.25616794,0.25395133999999997,0.25886078,0.25339512,0.25214472,0.25269154,0.2562608,0.25662144000000003,0.25555459999999997,0.25737978,0.25426226,0.25623418000000003,0.25105016,0.25459932,0.25434934,,0.25689672,0.25754326,,0.25202,0.2534812,0.25410914,0.2542418,0.25464472,0.25765514
WFF,rzsm,"[1981, 2020]",ssp245,0.05,,0.26038925,0.25914635,,0.2609179,0.2589909,0.26366670000000003,0.25944895,0.25752759999999997,0.25834315,0.2609006,0.26114935,0.2606712,0.2620613,0.2589531,0.26060479999999997,0.25614945,0.2605249,0.26075695,,0.260914,0.26209945,,0.25752125,0.2592051,0.25910835,0.26082225,0.25980359999999997,0.2625137
WFF,rzsm,"[1981, 2020]",ssp245,0.1,,0.2652588,0.2639609,,0.2655228,0.2636628,0.2686053,0.2645717,0.26339039999999997,0.26404910000000004,0.2662014,0.2657895,0.26543510000000003,0.266585,0.2642489,0.2651216,0.2619824,0.26586,0.2661926,,0.2656929,0.2667231,,0.2631454,0.2640888,0.2647757,0.2653819,0.2650728,0.2677217
WFF,rzsm,"[1981, 2020]",ssp245,0.2,,0.2726982,0.2708888,,0.272426,0.2703458,0.2753132,0.2727716,0.2713334,0.271981,0.27338619999999997,0.27205860000000004,0.27206559999999996,0.27295739999999996,0.27168780000000003,0.2720268,0.26960419999999996,0.2727486,0.273283,,0.2724002,0.27273539999999996,,0.2712138,0.2709298,0.2718668,0.2719728,0.2721876,0.274572
WFF,rzsm,"[1981, 2020]",ssp245,0.3,,0.2781327,0.276698,,0.2779722,0.27625649999999996,0.28016789999999997,0.2789184,0.27755759999999996,0.2781055,0.2790152,0.2774631,0.2776418,0.2783891,0.2773098,0.27747869999999997,0.2756937,0.2783807,0.278827,,0.27777,0.2773541,,0.27691,0.2765894,0.277437,0.2774871,0.2779052,0.27988080000000004
WFF,rzsm,"[1981, 2020]",ssp245,0.7,,0.29678930000000003,0.2965669,,0.2968923,0.2964006,0.2975746,0.298331,0.2982353,0.2975913,0.298504,0.29686660000000004,0.296547,0.2964868,0.29695530000000003,0.2972473,0.2961835,0.29664830000000003,0.297655,,0.2940396,0.29538,,0.2968623,0.29684360000000004,0.2966642,0.2970723,0.2966279,0.29733760000000004
WFF,rzsm,"[1981, 2020]",ssp245,0.8,,0.301814,0.3019856,,0.3025388,0.301825,0.3029392,0.303818,0.303363,0.3034262,0.30375,0.3021684,0.30196280000000003,0.30174480000000004,0.3025684,0.302695,0.3019012,0.30202660000000003,0.303092,,0.29834120000000003,0.3011972,,0.3024142,0.3021686,0.302476,0.302516,0.3020068,0.30247060000000003
WFF,rzsm,"[1981, 2020]",ssp245,0.9,,0.3086082,0.3092706,,0.3100041,0.3095591,0.3106353,0.3117414,0.31049340000000003,0.3112318,0.3107626,0.3095876,0.309279,0.308359,0.3105697,0.3097421,0.3093151,0.3092666,0.31032,,0.3047767,0.309079,,0.3100502,0.30986800000000003,0.3100405,0.3094369,0.30932190000000004,0.310116
WFF,rzsm,"[1981, 2020]",ssp245,0.95,,0.31475355,0.31479765,,0.31590505,0.31585749999999996,0.31662334999999997,0.31816554999999996,0.31680115,0.31777995,0.3169025,0.31519854999999997,0.3158983,0.3142122,0.3173052,0.31504154999999995,0.3151845,0.31537965,0.31638355,,0.31065195,0.315744,,0.3162584,0.3160801,0.31596175,0.3152991,0.3157062,0.3162725
WFF,rzsm,"[1981, 2020]",ssp245,0.98,,0.32088864,0.32182721999999997,,0.32344162,0.32268556,0.32435546,0.3254807,0.32445242,0.32587866,0.32423392,0.32206197999999997,0.32312656,0.32071758,0.3245711,0.32183022,0.32198248,0.3227256,0.32305281999999996,,0.31719282,0.3227974,,0.32375693999999994,0.32411864,0.3230675,0.3217944,0.3230772,0.32406028
WSTF,rzsm,"[1950, 2014]",ssp245,0.02,,0.103686,0.1077828,,0.1079426,0.106504,0.0978836,0.104694,0.1004548,0.1044006,0.104143,0.1085532,0.1057672,0.10466539999999999,0.1056706,0.1062698,0.1082814,0.1023574,0.1048176,,0.1032654,0.0982356,,0.1047458,0.102517,0.107358,0.1037836,0.1047124,0.09698280000000001
WSTF,rzsm,"[1950, 2014]",ssp245,0.05,,0.108032,0.111542,,0.112632,0.110576,0.102191,0.110867,0.105311,0.10889,0.108989,0.112252,0.110645,0.109056,0.110374,0.1111,0.112435,0.108611,0.109532,,0.106372,0.106715,,0.10852,0.106494,0.112214,0.109438,0.108741,0.10056
WSTF,rzsm,"[1950, 2014]",ssp245,0.1,,0.112397,0.116347,,0.117478,0.116059,0.106888,0.115734,0.111495,0.112902,0.114725,0.116554,0.115508,0.114071,0.115918,0.115803,0.117439,0.11384,0.114636,,0.109403,0.112438,,0.11232,0.112761,0.117277,0.113883,0.113464,0.10428
WSTF,rzsm,"[1950, 2014]",ssp245,0.2,,0.119385,0.123576,,0.125166,0.123591,0.113573,0.123168,0.120725,0.121288,0.122753,0.122578,0.122746,0.12198,0.123853,0.122407,0.125097,0.121084,0.121767,,0.114755,0.120226,,0.118743,0.121835,0.124825,0.120777,0.120357,0.111757
WSTF,rzsm,"[1950, 2014]",ssp245,0.3,,0.125399,0.130104,,0.131316,0.130077,0.119159,0.128767,0.12821,0.127888,0.128934,0.127315,0.130386,0.129113,0.130648,0.128014,0.131318,0.127515,0.128109,,0.12012,0.127128,,0.125948,0.128651,0.130533,0.127055,0.126692,0.117369
WSTF,rzsm,"[1950, 2014]",ssp245,0.7,,0.155648,0.153815,,0.155413,0.154592,0.144951,0.154359,0.158715,0.158846,0.157111,0.148967,0.158221,0.154076,0.158595,0.152709,0.155373,0.15303,0.150874,,0.14311,0.154189,,0.157286,0.157482,0.15553,0.152086,0.155164,0.148067
WSTF,rzsm,"[1950, 2014]",ssp245,0.8,,0.164139,0.164541,,0.16375,0.164472,0.155953,0.164001,0.169335,0.169427,0.168339,0.156153,0.166473,0.161202,0.168839,0.160942,0.162999,0.162721,0.159711,,0.149956,0.163001,,0.170095,0.167299,0.164406,0.160922,0.1654,0.157093
WSTF,rzsm,"[1950, 2014]",ssp245,0.9,,0.178364,0.178353,,0.175936,0.178799,0.170947,0.176281,0.182441,0.183969,0.182546,0.16667,0.17877,0.171932,0.182144,0.172505,0.172881,0.178213,0.171657,,0.164329,0.177413,,0.184123,0.180934,0.177857,0.174304,0.178628,0.17146
WSTF,rzsm,"[1950, 2014]",ssp245,0.95,,0.191188,0.190161,,0.186521,0.189386,0.183328,0.187905,0.192269,0.195108,0.194906,0.175508,0.18999,0.181351,0.192383,0.182904,0.182982,0.191333,0.185194,,0.176898,0.190785,,0.196322,0.190767,0.187234,0.184597,0.188747,0.183643
WSTF,rzsm,"[1950, 2014]",ssp245,0.98,,0.207501,0.20262600000000003,,0.19952700000000004,0.2005672,0.19561,0.1997226,0.2078766,0.21329540000000005,0.2072566,0.187026,0.20176220000000003,0.19289820000000005,0.20437740000000001,0.19491900000000012,0.19667740000000006,0.20669740000000003,0.20417300000000002,,0.1973456,0.202387,,0.20966,0.2018082,0.1978762,0.19503620000000002,0.20069240000000002,0.19400920000000002
WSTF,rzsm,"[1981, 2020]",ssp245,0.02,,0.10144101999999999,0.10771626000000001,,0.10502618,0.10623777999999999,0.09775144000000001,0.10843578,0.1031667,0.10488998,0.10514267999999999,0.10935871999999999,0.10566669999999999,0.10417722,0.10701574,0.10730852,0.10697008,0.1018558,0.10331122,,0.1034089,0.09172598,,0.10365171999999999,0.10303526,0.10575179999999999,0.10220246,0.10141454,0.09686578
WSTF,rzsm,"[1981, 2020]",ssp245,0.05,,0.1061246,0.1117938,,0.1109825,0.10960525,0.10305834999999999,0.11277375,0.10846135,0.10924695000000001,0.1087106,0.1131379,0.11047459999999999,0.10873925000000001,0.1119077,0.1117663,0.11165035,0.10776625000000001,0.10831,,0.10730005,0.10071904999999999,,0.1076254,0.10740895,0.11034379999999999,0.1083208,0.1063967,0.10062625
WSTF,rzsm,"[1981, 2020]",ssp245,0.1,,0.1113137,0.11710870000000001,,0.1166687,0.11479030000000001,0.1076455,0.117164,0.1143699,0.1131156,0.1143715,0.1174536,0.1156599,0.1140334,0.1178698,0.1156951,0.1162278,0.1124986,0.1141888,,0.1103307,0.1088079,,0.1116366,0.1131705,0.11528870000000001,0.11387620000000001,0.1119591,0.10574370000000001
WSTF,rzsm,"[1981, 2020]",ssp245,0.2,,0.11921520000000001,0.1232408,,0.1251642,0.12161380000000001,0.1137016,0.1241426,0.12258279999999999,0.120687,0.1212684,0.1232032,0.1239788,0.12349579999999999,0.1249348,0.1223442,0.12373440000000001,0.1200098,0.1215152,,0.1159058,0.11898679999999999,,0.119067,0.1220284,0.122189,0.12136279999999999,0.11916120000000001,0.1139576
WSTF,rzsm,"[1981, 2020]",ssp245,0.3,,0.125509,0.1287033,,0.1309947,0.12765769999999999,0.1190296,0.1291385,0.1289851,0.1270657,0.127828,0.1283642,0.1314804,0.130368,0.1314512,0.1281187,0.13032,0.1270021,0.1281417,,0.12075949999999999,0.126912,,0.1276261,0.129532,0.1283097,0.1271515,0.12573979999999998,0.1206158
WSTF,rzsm,"[1981, 2020]",ssp245,0.7,,0.1598346,0.151984,,0.1559266,0.1540846,0.1450852,0.1545849,0.15568189999999998,0.16012949999999998,0.1579719,0.1489384,0.1597137,0.1553858,0.155313,0.151363,0.15398430000000002,0.151893,0.1502672,,0.1435089,0.15279230000000002,,0.1621362,0.1592332,0.1564633,0.15311139999999998,0.1559433,0.1514109
WSTF,rzsm,"[1981, 2020]",ssp245,0.8,,0.1686184,0.1625682,,0.16339620000000002,0.1632142,0.15629400000000004,0.1636368,0.16509659999999998,0.170142,0.168431,0.15570960000000003,0.168138,0.16355740000000002,0.16405740000000002,0.159441,0.1621288,0.1595722,0.1598236,,0.1509292,0.16248359999999998,,0.1719622,0.16788560000000002,0.1645546,0.1616852,0.16586080000000003,0.1610454
WSTF,rzsm,"[1981, 2020]",ssp245,0.9,,0.1825861,0.1782591,,0.1753693,0.1759408,0.1716359,0.1751962,0.1783662,0.18323730000000002,0.182811,0.1668773,0.1807066,0.1752641,0.1782541,0.17204540000000001,0.1723512,0.171852,0.1726696,,0.1642977,0.1770411,,0.1841752,0.1813796,0.17693840000000002,0.17530730000000003,0.17838560000000003,0.1756978
WSTF,rzsm,"[1981, 2020]",ssp245,0.95,,0.19433775,0.1901973,,0.1871512,0.18636049999999998,0.18520884999999998,0.1837032,0.18832399999999996,0.19566249999999996,0.19380835,0.1771626,0.19083485,0.18315039999999996,0.18868824999999997,0.18522024999999998,0.18372965,0.18122264999999999,0.18734464999999997,,0.17747384999999996,0.19202545,,0.19611954999999998,0.19191209999999997,0.18701484999999998,0.18541915,0.19331764999999998,0.18744465
WSTF,rzsm,"[1981, 2020]",ssp245,0.98,,0.20513687999999997,0.20371994,,0.20068522,0.1983811,0.20129351999999995,0.19657858,0.2033718,0.21361544,0.20798248,0.18893648,0.20437776,0.19597197999999996,0.19937159999999998,0.19486469999999997,0.20007702,0.19545807999999998,0.20428917999999996,,0.19847207999999997,0.20480263999999998,,0.21022243999999998,0.20324185999999997,0.1973733,0.19614381999999997,0.20859976,0.19795082
